인물,대사
정식, 예 선배님두요. 먼저 전화드려야되는데 죄송해요.
준하,바쁜모양이다? 장사 잘 되지? 설 대목이라? 그래 그래. 야..  야 근데 임마 넌 영덕대게 장사 몇년을 하면서
정식, 아이고 그러게요 맨날 보내드린다 드린다 그러면서~
준하,임마 말로만 그러지말고 말난김에 진짜 좀 보내봐 명절인데. 영덕대게 맛 함 보자.
정식, 아 예~  야야 물건 들어오잖아 옆으로 치워!!
준하,정말? 야 정말 보낼꺼야? 야 그럼 지금 보낼래? 기다린다 진짜~ 진짜지? 그래 그래~~ 
민호,빌 클린턴!
민용,정답.  됐어 끝.
준하," 여보, 빨리 찜통에 물 올려놔."
해미,왜?
준하,엄마 점심 따로 준비하지 마세요. 우리 점심 영덕대게 먹어요.
준하, 당신 김정식이라고 알지? 내가 옛날에 좀 돌봐줬던.
해미,김정식? 아 당신 증권회사 다닐때 후배 그 사람?
준하,어. 걔가 노량진에서 엄청 크게 장사 하는데 명절이라고 영덕대게 한박스 최상품으로 지금 보낸다네.
해미,정말?
준하,"빨리 물 올려놔 퀵으로 올꺼니까.  엄마, 간만에 영덕대게 포식 한번 해요~"
문희,아유 영덕대게 듣기만해도 군침돈다 야~
해미,그럼 찌개 끓이지 말죠 어머님.
문희,그래 그래. 찜통 뭐 큰걸로 준비해야되나?
준하,큰걸로 해요 큰걸로~
준하,아버지 영덕게 좋아하시죠? 제 후배놈이 명절선물로 영덕대게 보낸다 그러는데 점심 그걸로 먹죠. 어떠세요?
민용,좋지.
준하,"민호, 윤호, 니들은? 게 먹고 싶지?"
순재,야 그거 꽤 비쌀텐데. 누가 그런걸 보내줘?
준하,있어요 옛날에 나한테 신세진 놈..  찜통 가져왔어?
민정,이선생님~~
민용, 미안해요. 밑에서 불러서.
민정,괜찮아요~ 청소하고 있었어요.  근데 참 전부터 궁금했는데 왜 민호 어머님을 싫어하세요?
민용,난 성가시게 하는 스타일은 딱 질색이라.
민정,그럼 처음부터 그렇게 싫어하신 거예요?
민용,처음부터?  글쎄..?
어린민용,엄마~~
문희,아이구 우리 민용이 왔구나.
순재,우리 막내.
해미,어머. 귀여우셔라..
어린민용,누나는 누구세요?
순재,누나는 무슨..  앞으로 형수님이라고 불러야지.
준하,그래 형수님이야. 형이랑 결혼할꺼야.
해미,반가워요.. 도련..님.. 
준하,얼씨구 얘 왜 이래? 야 너 내외하냐?
준하,얌마 형수님 어때? 이쁘지? 어?
해미,아유 왜 그래.
순재,어이구 이쁘단다.
준하,이뻐? 얼마나 이뻐?
어린민용,되게 이뻐..영화배우..같애..
해미,어머..
준하,자식이 보는 눈은 있네~
민용, 그래.. 그러고보니까 처음부터는 아니었던 거 같네.
민정, 그럼요?
민용,그게..  아.. 아 그런 게 있어요 하여간.
민용,엄마 전 점심 나가서 먹어요.
문희,왜 갑자기? 집에 있는다며.
민용,볼일이 생겨서. 
문희,무슨 볼일?  요새 왜 저렇게 쏘다녀. 정말 여자가 생겼나.
해미,여자가 생긴거 같죠 아무래도?
문희,"얘, 니가 봐도 그러니? 생긴거 맞지? 누구야? 너 아는 거야?"
해미,으으음. 아는건 없어요. 느낌이 그렇다 이거죠.
문희,"얘, 니가 좀 슬쩍 알아볼 수 없어? 나한테는 얘기를 안 하잖니."
해미,"알아보는 건 어렵지 않은데요, 서방님 사생활 참견하는거 워낙 질색이라 무서워서."
문희,뭐라 그러면 내가 시켰다 그럴께. 어? 너밖에 있냐 그런거 알아볼 사람이.
해미,그러신다면..  오케이~ 전 그럼 분명히 어머님 명으로 하는거예요 그거 확실히 해주세요~
문희,아이구 그래 알았다.
해미,그럼 나서볼까요. 하긴 제가 안 챙기면 누가 챙기겠어요.
문희,그래 니가 안 챙기면 누가 쟤를 챙기냐.
해미, 아유~ 어머님 걱정 마세요.  와우 갑자기 흥미진진해지는데~
문희, 하여간 은근히 단순해요.. 치켜주기만 하면 뭐든지 하지.. 쯧쯧 오바쟁이..
범,안녕하세요.
민호,어 왔어?
윤호,야 저거 또 먹을 타이밍은 귀신같이 맞춰서 오는구나.
범,왜? 뭐 맛있는 거 해?
민호,영덕대게 먹을꺼야. 잘됐다~
범,영덕대게?  아싸~
순재,니 할애비는 집에서 뭐하냐? 형님한테 설날 인사도 안 오냐?
범,할아버지보고 인사 오라 그러시던데요.
순재,미친 놈.
준하,왔다 왔다. 대게 왔다~
아이들,와~
유미,안녕하세요.
준하,어? 어..유미구나.
유미,민호 있어요?
준하,어 들어와.
유미,예.. 
준하, 하 씨.. 올 때가 됐는데.
유미,안녕하세요~
민호,어 유미야~~
윤호,얼씨구 아주 이것들은 때 맞춰 어찌나 잘 오는지~
범,안녕.. 
해미,이럴 줄 알았다니까.  누굴 속여?
민용,뭐야... 하 씨.. 정말.. 
어린민용,엄마 엄마!
문희,우리 민용이 왔어?
어린민용,형 왔어?
문희,"올 때 됐지. 공항에서 출발한다고 아까 전화왔었어. 근데, 형이 그렇게 보고 싶어?"
어린민용,아니.  형수님..
문희,뭐? 어이구~
어린민용, 엄마 형 결혼해도 다 같이 사는거 맞지?
문희,1년만 같이 살고 분가시켜야지.
어린민용,왜? 계속 같이 살면 안돼?
문희,너 너..너 엄마보다 형수가 더 좋아? 어? 그런거야 진짜?
어린민용,그런건 아닌데..
문희,어이구 왔구나.
문희,신혼여행 어떻드냐? 좋드냐?
준하,뭐~ 하하하~ 
해미,아버님은요?
문희,한약방 나가셨는데 오실꺼야. 잠깐만. 
해미,도련님~ 잘 지냈어요? 
어린민용,네.. 
해미, 에유 귀여워라~
어린민용,아~ 
준하,우리 막둥이 귀엽지?
해미,너무 귀여워 진짜~ 으이구~ 
어린민용,아아아아~ 
해미, 도련님 점심 먹어요.
어린민용, 어~ 
해미,어머 목욕하는구나~~
어린민용,나 나가세요 나가세요..
해미,어디 보자 우리 도련님 고추가 얼마나 큰가 보자. 
어린민용, 왜 왜 이래요?!!!!
해미, 아유 아직 애기네 애기! 언제 커? 
해미, 때가 많네. 때 좀 밀어야겠다. 
어린민용,아아아~ 하지 마세요~ 나가세요~
해미,움직이지 말구! 스톱! 움직이면 혼난다! 어이구 때 좀 봐. 
민용,또 시작이야 이거.. 왜 또 염탐을 하고.. 하.. 씨..
문희,다 쫄았다. 괜히 끓여놓고 있었네. 왜 안 오는 거야..?
준하,어? 아..길이 좀 막히나봐.
문희,노량진에서 보내면 여기까지 10분이면 오는데.
준하,이상하네.
윤호, 아 배고파요. 우리 밥 안 먹어?
문희,그냥 밥 차릴까? 오면 나중에 먹고.
준하,잠깐만요. 전화 좀 해보고.
준하,"어, 왔다 왔다! "
문희,아이구 이제 오네. 
윤호,아 배고파~
택배기사,안녕하세요 여기가 이순재씨 댁이죠?
준하,네..
택배기사,여기 싸인 좀 해주세요.
순재,뭐야..술을 보냈나보네..  야 근데 점심은 언제 먹는 거야? 왜 안와?
윤호,배고파 죽겠어요~
준하,네 전화 좀 해볼게요. 이상하네.. 
안내, 지금 연결이 되지 않으니 잠시 후에 다시 걸어..
준하, 아 씨 뭐야 이거. 보낸거야 안 보낸거야 하 씨.
해미, 삼촌 어디 가세요?
민용,어디 갑니다.  근데 진짜 도대체..
해미,네?
민용, 형수님 제가 지금 나이가 몇인지 자꾸 잊으시는거 같은데..
해미, 안 잊었는데요? 서른이 코앞이시잖아요. 어유 어느새 벌써.
민용,저 자꾸 언성 높이기 싫거든요? 서른이 코 앞인 줄 아시면 이제 제발 좀 그만..
해미, 뭘요?  도대체 뭘~~? 
해미,다녀오세요~  하이고. 조거 나이 좀 먹었다고 내 앞에서 어른 행세야 자꾸? 
중학생민용,어 형수님.. 안녕하세요.
해미,네 도련님~ 오랜만이예요. 
중학생민용,어 지금 뭐하세요?  아 왜 제 일기장을 봐요~?!!
해미," 에이 근데 도련님,  중학생이 벌써부터 양다리 걸치면 돼요? 수연이는 정리해요 이제."
중학생민용,네?
해미,이거 보니까 정미를 더 좋아하면서. 욕심도 많아~ 
중학생민용,아 씨 왜 남의 일기장을 봐요 진짜 왜! 왜 남의 일기장을 봐요?
해미,으으음~ 가족끼리 비밀이 어딨어~? 내가 남이예요?
중학생민용,보지 마요! 왜 남의 일기장을 봐요.
해미,어머머?  소년에게도 사생활은 있다? 오케이.  근데 수연이는 꼭 정리해요 알았죠?
중학생민용,하... 
해미,내 말 못알아듣겠어? 우리 도련님은 학생이랑 안 만난다니까.
여학생,왜요? 아줌마가 뭔데 참견이세요?
해미,참견할만하니까 참견한다 왜? 요게 요게.  공부 바쁜데 자꾸 방해하지 말고 나중에 대학 가서 만나.
여학생,하!
민용,지금 뭐하시는 거예요?
해미,아 도련님.
민용,쟤한테 뭐라 그랬어요? 네? 뭐라 그랬어요? 제발 참견 좀 하지마요 왜 그래요 진짜!
해미,어머님이 저한테 제발 참견 좀 해달라고 부탁하신건데~  도련님 지금 수험생이예요.
해미,어머 어머?  얼른 들어오세요~~
민용,하.. 씨.. 진짜..  대학만 가봐 진짜 씨. 바로 집 나간다 내가 진짜.
윤호,아 배고파 돌아가시겠다.
유미, 배고파 나 집에 갈래.
민호, 아빠 어떻게 된 거야?
순재,아 여보 여보! 그냥 밥 차려!
문희, 밥 차려?
순재,그놈의 게 한번 먹으려다 굶어 뒤지겠네. 얼른 차려. 안 올 모양인데.
문희,준하야 어떻게 된거야? 물 다 쫄았는데 또 끓여 말어?
준하,잠깐만요!  하 씨 정말 뭐야!
정식, 여보세요?
준하, 야 정식아 임마! 야 왜 이렇게 통화가 안 돼?
정식, 아 죄송해요 선배님 대목이라 정신이 없어서요.
준하,야 게 너 언제 보낸거야? 게가 아직도 안왔어.
정식, 예?
준하,퀵으로 안 보냈어?
정식, 아 제가 직원한테 시켰는데.. 걔가 확인을 안했나?
준하,뭐?
정식, 선배님 죄송한데 제가 확인해보고 전화드릴께요.
준하,아 씨 뭐야.. 자식이 보낼라면 확실하게 보냈어야지 진짜!!
문희, 야 준하야 어떡해. 다들 배고프다고 난리다.
준하,잠깐만.. 
준하,왔다 왔다! 
준하,누구세요?
퀵맨, 퀵서비스입니다.
준하,왔어 왔어! 엄마! 물 빨리 다시 끓여요!
윤호,드디어 온 거야? 하..
퀵맨,이준학씨 댁이죠?
준하,야 왔구나!! 아 왜 이렇게 늦었어요!
퀵맨,죄송합니다. 주문이 워낙 많아서요.  여기 싸인 좀.
준하,네. 
퀵맨,그럼 안녕히 계세요. 
문희, 자 다들 일루와라.
일동, 아 배고파~ / 영덕대게~ / 빨리 갖고 와.
준하,잘못 쓴 거겠지..? 
범,아저씨 물 끓는다고 빨리 갖고 오래요.
준하,어? 어... 
일동,와~ 게다~ / 많이 보냈나봐~ / 아 배고파
문희,얼른 뜯어. 빨리 넣게.
준하,에... 
유미,어 영덕게가 아니라 새우다! 엄청 큰 새우다!
순재,새우가 아니라 랍스터 아냐. 너 왜 이렇게 무식해?
유미, 제가 뭐가 무식해요? 새우가 영어로 랍스터 아니야?
민호, 아니야.
윤호,와 랍스터면 더 좋아 좋아~
순재,근데 이게 왜 랍스터가 왔어? 게라며?
준하,에? 아..저기..랍스터가 더 비싼거잖아요. 자식이 성의 좀 보였네 뭐.
일동,와~ / 맛있겠다~
문희,이거 랍스터는 어떻게 요리해야 돼? 민호 엄마한테 전화해보세요~
순재,이거 엄청 비쌀거 같은데. 이 비싼 랍스터가 이게 몇마리야 야..
민용,아 왜 이렇게 마음이 불안하지? 먹고 빨리 딴데로 가죠.
민정,왜요?
민용,어쩐지 오늘 영 찜찜하네. 당분간 또 집요하게 끼어들 거 같은데..
민정,누가요?
해미,저러면서도 데이트를 안한다고..? 누구를 속이실려구~  아 근데 저 정도갖곤 물증이 안되는데.... 
해미,아하 그렇지...
민용, 저럴 줄 알았어 저!! 뭐하는 겁니까?!!
문희,민용이랑 에미꺼 놔두고 구운건 이게 다다~
순재,이거 아주 제대론데. 아주 제대로야.
윤호,구운게 더 맛있어요.
범,난 찐게 더 맛있는데.
문희,준하 니 덕분에 우리 진짜 포식한다 얘.
민호,진짜 너무 맛있어요 아빠~
순재,자식이 쓰잘데기 없는 친구만 있는 줄 알았더니.
준하,하하..많이 드세요. 
문희,넌 왜 안 먹어?
준하,어? 먹고 있어요.. 
문희,에민가보다.
준하,제가 나갈께요! 
준하,누구세.. 
퀵맨,저 아까 기억하시죠? 택배 배달해드렸던.
준하,네 그런데요? 
퀵맨,배달이 잘못 되서요.
랍스터주인,"제가 오늘 손님접대 때문에 랍스터를 받기로 돼 있었는데, 그게 이 집으로 잘못 배달이 된 거 같은데요."
준하,아 그래요..? 전 제껀줄 알고..
퀵맨,아까 싸인을 해주셔서 전 맞는 줄만 알고..  이거 갖고 계시죠?
준하,네? 아 그게.. 아 어떡하죠..?
준하,그게 제가..전 제껀줄 알고..먹었는데..
주인,아니 확인도 안하시고 그걸 그냥 드셨다구요? 그 많은 걸 다요?
준하,저한테 온줄 알고.
주인,네? 아니 발신인 발신 주소 수신인이 다 다른데 그쪽으로 온 줄 아셨다뇨? 말이 안되죠 이게 무슨.. 그게 얼마짜린데요!
준하,하..  죄송합니다. 
문희,준하야 누구야?
준하, 아 친구요 저 잠깐 요앞에 좀 갔다올 께요.  저기.. 일단 나가서 얘기하시죠.. 죄송합니다.
문희,친구면 들어오라 그러지?
윤호,할머니 구운 거 더 없어요?
문희,구운건 없고 찐 거 줄까?
주인, 아니 이건 진짜 용납이 안되는데요 진짜.
준하, 죄송합니다. 제가 내일 구좌로 돈 넣어드리겠습니다.
주인,돈 넣는게 문제가 아니라 지금 집에서 사람들이 기다리고 있다구요! 이게 완전 절도 아닙니까 이거!
준하, 예 죄송합니다.
순재, 질리지가 않네 이거.
문희, 준하 덕에 진짜 포식한다.
윤호,앙~ 
민호,유미야 살 발라냈어. 자.
유미,고마워. 
퀵맨,저희가 무슨 잘못입니까 확인하고 드린건데~
주인,이건 완전 절도 아닙니까 이거.. 고의적이라고밖에 볼 수가 없는데.
경찰,알고 드신 거예요?
준하, 죄송합니다.. 죄송합니다...
민용, 야 이윤호.
민정,윤호야~ 
윤호,네.
민정,우리집에 왔던거야?
윤호,네 할머니 심부름이요.
민용,타 그럼. 같이 가자.
민정,그래 타. 제가 여기서 내릴께요. 
윤호,됐어요.
민정,타고 가 윤호야. 추운데. 
윤호,.... 
민용,갈께요.
민정,윤호야 잘 가~~ 
민용,무슨 심부름 온거야?
윤호,준이 가방 놓고 왔다고..  참 이해가 안되네.
민용,뭐가?
윤호,아니 뭐 보니까 삼촌이 무슨 말만해도 웃어. 이게 이해 가 가? 솔직히 삼촌이 뭐 웃기기를 해 뭐 매력이 있어..?
민용,어쭈 자식이 내가 얼마나 대단한 사람인지 모르는구나.
윤호,뭐?
민용,"내가 누군지나 알아? 내가 얼굴은 브래드피트, 춤은 세븐, 노래는 조용필, 재치는 유재석이야 임마. 그런데 안 웃고 배겨?"
윤호,뭐?? 뭔 소리야?
해미,여보 이거 당신 안경 아냐?
준하,어 그러네. 진짜 오래된건데 어디서 났어?
해미,화장대 서랍에서 나오네. 한번 써봐.
준하,도수도 안 맞는걸 뭐.  버려.
해미,으으음.. 촌스럽다. 괜찮으면 썬그라스로 바꿀려 그랬더니.
문희,얘 그럼 내가 돋보기로..
해미, 오케이 버려. 
해미,당신 안경 새로 맞춰줄까?
준하,뭐하러? 라식 했는데 안경 쓸일이 뭐 있어.
해미,티비나 컴퓨터 볼 때 보호 안경으로
준하,필요없어.
해미,아. 옛날에 당신 안경 쓰고 갓 빳빳한 하얀 와이셔츠 입고 회사 다닐 때 진짜 지적이고 멋있어 보였었는데..
준하, 음.. 물 물...
문희, 아유 천천히 좀 먹지. 
